href,keyword,info,author,headline,article_text
https://www.thelocal.ch/20150923/swiss-brace-for-refugee-trickle-to-turn-into-flood,refugee,"
				23 September 2015
				10:15 CEST+02:00			 
					10:15 CEST+02:00				",Nina Larson and Agnès Pedrero/AFP,Swiss brace for refugee trickle to turn into flood,"
				Border guards in crisp blue uniforms rush onto the train as it grinds to a halt, quickly rounding up
around a dozen African men and herding them into a nearby hall.			

	Between 30 and 150 migrants and refugees are intercepted each day at the train station in the small southern Swiss town of Chiasso.
	   
	The numbers pale in comparison to the waves of migrants and refugees taking the perilous Mediterranean route to Greece and on up through the Balkans towards more hospitable countries in northern Europe.
	   
	But this lazy border town in Switzerland's Italian-speaking Ticino region is bracing for an expected influx as crowds of migrants try to navigate a growing number of closed borders in the east and as the number of possible routes dwindles.
	   
	""At the moment, everything is under control, the situation is stable, but tomorrow that could change,"" said Patrick Benz, head of the Swiss border guards' migration unit.

Thousands per day?

	Norman Gobbi, head of Ticino's regional government and member of the populist rightwing Lega dei Ticinesi party, meanwhile said border closures and tighter border controls elsewhere could easily push large numbers towards Switzerland.
	   
	""We are in the process of planning for possibly managing thousands of arrivals per day,"" he told AFP in his office in the regional capital Bellinzona.
	   
	Switzerland, which has already taken in some 9,000 Syrians since the conflict there exploded in March 2011, last week agreed to take in 1,500 of the 40,000 asylum seekers European countries want resettled from overstretched Greece and Italy.
	   
	Not many Syrians are crossing into Chiasso for the time being, however.
	   
	Most arriving here, by train, car or on foot, are from a range of African countries and have first travelled to Libya before attempting the perilous Mediterranean crossing to Italy.
	   
	While they so far make up only a fraction of the over half million migrants who have arrived in Europe this year, their numbers are climbing.
	   
	Between June and August, around 5,000 crossed the border into the town of just 8,000 inhabitants — more than double the number during the same period last year.
	   
	Chiasso, which historically has served as the main migrant gateway to Switzerland, has withstood greater numbers in the past, with hundreds crossing each day during the Balkan war in the 1990s.
	   
	But the current rise is wearing on both the Swiss population and asylum seekers already in the town who are facing growing anti-immigrant sentiment.
	   
	""You can feel it,"" said former Ethiopian government regulator Melekot Woldemichael, who has been waiting in Chiasso for five years for a decision on his asylum application.
	   
	But, the 53-year-old insisted, ""it's natural . . . they are afraid for their own security, so even if they say anti-immigrant feelings, you have to understand them — I'm not saying that they're right.""

 At sea for 23 days

	Chiasso mayor Moreno Colombo, meanwhile, stressed the need to prepare for a surge in arrivals ""while the situation is calm"", and said the town had asked for more border guards.
	   
	Some reinforcements have already arrived.
	   
	At the Chiasso station, a guard sent from Switzerland's German-speaking region, wearing a buzz-cut, steel-rimmed glasses and blue plastic gloves, questioned the Eritreans and Gambians pulled off the latest train from Milan.
	   
	""Why have you come? Do you know where you are?"" he asked, over-enunciating to make himself understood.
	   
	The men and boys looked dazed as they were finger-printed and given bright yellow bracelets with new ID numbers.
	   
	They were also asked if they wished to seek asylum.
	   
	It's a crucial question: If they says yes, they can remain in Switzerland while the application is processed, but if they instead want to go elsewhere in Europe they will be sent back to Italy.
	   
	That is because Switzerland, while not part of the European Union, has agreed to the Dublin Regulation, under which asylum claims must be processed by the first European country refugees arrive in.
	   
	A Somali woman, clutching a six-month-old baby still sick after spending 23 days at sea in the Mediterranean listened intently as the guards explained what would happen once her asylum application had been filed.
	   
	The pair would be taken to the registration centre in Chiasso for medical examinations and then to an asylum centre elsewhere in Switzerland.
	   
	After she had been gently led off, one of the guards sighed heavily.
	   
	""I'm conflicted — the large numbers arriving means problems for Switzerland,"" he said.
	   
	""But it's so tough to hear their stories and try to imagine what I might do in their situation.""


"
https://www.thelocal.ch/20170128/un-calls-on-trump-to-keep,refugee,"
				28 January 2017
				13:10 CET+01:00			 
					13:10 CET+01:00				",AFP,UN refugee bodies react to Trump's refugee ban,"
				The United Nations on Saturday urged US President Donald Trump to continue his country's ""long tradition"" of welcoming refugees and to ensure their equal treatment, regardless of race, nationality or
religion.			

	The appeal came in a joint statement from the UN refugee agency, UNHCR, and the International Organization for Migration in reaction to Trump's sweeping new executive order on Friday suspending refugee arrivals and imposing tough controls for travellers from seven Muslim countries.

	   

	The agencies, which offer frontline assistance to millions of would-be migrants and asylum seekers, hailed the US resettlement programme as ""one of the most important in the world.

	   

	""The longstanding policy has offered a double win: first by rescuing some of the most vulnerable people in the world, and second by enabling them to enrich their new societies. The contribution of refugees and migrants to their new homes worldwide has been overwhelmingly positive.""

	   

	The IOM and the UNHCR ""hope that the US will continue its strong leadership role and long tradition of protecting those who are fleeing conflict and persecution"", the statement said.

	   

	""We strongly believe that refugees should receive equal treatment for protection and assistance, and opportunities for resettlement, regardless of their religion, nationality or race.""

	   

	Trump's decree suspends the entire US refugee resettlement program for at least 120 days while tough new vetting rules are established to confirm asylum seekers do not pose a security threat.

	   

	In addition, it specifically bars Syrian refugees from the United States indefinitely, or until the president himself decides that they no longer pose a threat.

	 

	And it slaps 90-day bans on the issuance of visas for migrants and visitors from seven mainly-Muslim countries: Iran, Iraq, Libya, Somalia, Sudan, Syria and Yemen.
"
https://www.thelocal.ch/20160304/swiss-photographers-help-iraqi-refugee,refugee,"
				4 March 2016
				11:27 CET+01:00			 
					11:27 CET+01:00				",Caroline Bishop,Swiss photographers help expelled refugee,"
				A group of photographers in Switzerland is campaigning to help a respected Iraqi photographer and refugee who has been told he must leave the country.			

	Aram Karim, a photojournalist whose work has been published in the New York Times, fled Iraq last year and became a refugee in Switzerland in November.

	But on March 1st the Swiss government refused his application to stay, revoking his refugee status and saying he must leave for France under the terms of the Dublin agreement, which dictates that refugees must apply for asylum in the European country they first arrived in.

	The decision has dismayed Photojournalists Switzerland, an association that has been helping Karim since his arrival in Switzerland.

	 “I met him in Switzerland, in December,” Laurent Gilliéron, a photographer for agency Keystone and member of Photojournalists Switzerland tells The Local.

	“I saw his story in Le Temps and it really moved me. I got in contact and we went from there.”

	With the help of the canton of Vaud's refugee aid group EVAM, the photographers helped Karim find lodgings and establish himself in Switzerland.

	“He had the chance to work with us, to make something of a life; he is surrounded by photographers, with people who put him up,” says Gilliéron.

	“I think it's a shame that he can't stay in Switzerland. With everything around him he would have had the chance to take steps forward.”

	Despite being embraced by the photography community here, Karim's application to stay was last week refused by the federal government and he currently awaits a date to leave.

	 “It's a loss for Switzerland and also a loss of his viewpoint,” adds Gilliéron, who feels there would be a benefit to the country for Karim to stay.

	“The current migration crisis is affecting Switzerland – a lot less than other countries but still it does affect Switzerland – and it's very difficult to document.

	""The press employ people like me to document the situation but I can only spend an hour or two in a refugee shelter, for example. He can show the viewpoint of a refugee. I think that's very interesting.”

	After a failed appeal, there is little they can do now to help Karim to stay.

	“He still thinks that he will be able to stay in Switzerland. Even though we've explained to him. I think that he is refusing the truth a bit. That's visibly the case for lots of refugees,” Gilliéron tells The Local.

	However in an attempt to draw attention to his situation and his work, Photojournalists Switzerland is staging an exhibition of his photos in Lausanne on March 9th.

	And they have also re-equipped him with a camera, having sold his own to fund his journey here.

	“We wanted that at least he will leave with the equipment that he had before,” says Gilliéron.
"
https://www.thelocal.ch/20140710/pregnant-refugee-refused-help-in-switzerland,refugee,"
				10 July 2014
				14:42 CEST+02:00			 
					14:42 CEST+02:00				",Caroline Bishop,Pregnant refugee who lost baby 'mistreated',"
				Swiss authorities are being investigated for the alleged mistreatment of a pregnant Syrian refugee passing through Switzerland whose baby was subsequently stillborn. 			
  The 22-year-old woman, who was seven months pregnant, was travelling with her husband and other Syrian refugees on a train from Milan to Paris, when they were ordered to return to Italy by Swiss border guards, reported broadcaster SRF during its 10vor10 programme on Wednesday.   On the return journey, the woman began to bleed, but despite repeated calls for help, Swiss authorities did not respond, her husband told the programme.   The man claimed the couple and their two-year-old son were then detained in a “cell” at Brig station for four hours with no medical assistance, according to Swiss media.   When the man asked repeatedly for help he was told to “shut up”.   They were subsequently sent back to the Italian border town of Domodossola, where they had started their journey.   Once there, the woman was hospitalized, but her baby was later stillborn.   “I thought that Switzerland was a civilized country,” the man told newspaper 20 Minutes.   “We were fleeing death and war; we were just looking for hospitality. But my rights have been trampled on, as well as the rights of my wife and this little girl who couldn’t be born.”
  Talking to SRF an Italian doctor criticized the Swiss authorities.   “If the woman had received help in Switzerland this tragedy could have been avoided,” he said.   Swiss border guards boss Jürg Noth has opened an investigation into the incident, saying that during their return journey from Vallorbe to Domodossola the refugees were the responsibility of Swiss authorities.   The exact involvement of Swiss officials in the incident should be clarified immediately, he added.   Lawyers for the family are taking legal advice, reports 20 Minutes, and hope to approach the European Court of Human Rights. "
https://www.thelocal.ch/20160822/germany-bolsters-swiss-border-against-refugees,refugee,"
				22 August 2016
				12:59 CEST+02:00			 
					12:59 CEST+02:00				", The Local,Germany bolsters Swiss border against refugees,"
				The number of refugees trying to enter Germany through Switzerland has risen significantly in 2016, with the government reacting by increasing its border presence, according to reports.			

	Citing German police figures, the Neue Zürcher Zeitung reports that a total of 3,385 asylum seekers have tried to enter Germany through Switzerland since the start of the year.

	In response, the German Interior Ministry has placed an extra 90 border guards and 40 federal police officers on the border, Swiss finance minister Ueli Maurer told NZZ am Sonntag.

	The Interior Ministry in Berlin confirmed that the number of refugee arrivals through Switzerland had risen, but added that on a daily basis fewer than 50 people were arriving.

	NZZ reports that when refugee accommodation centres become overcrowded in places like Chiasso along the Italian border, authorities will transfer asylum seekers to centres in Basel or Kreuzlingen -- both of which are very close to the German border, and thus some may illegally cross into Germany.

	“The development exists in connection with the still meaningful Mediterranean migrant route to Italy,” a spokesperson said.

	The Interior Ministry spokesperson said that federal police are taking measures on the Swiss border “like the border controls which have been re-instituted on the Austrian border which are there to deter or prevent entry”.

	According to Frontex, the agency that is responsible for controlling the borders of the EU, around 95,000 refugees have landed in Italy so far this year. In July alone 25,300 arrived, a 12 percent increase on last year.

	Recently released figures show that Germany is turning away far more refugees at the border in 2016 than it did in 2015.

	Up until the end of June border police stopped 13,324 people from entering the country, whereas in the whole of 2015 they prevented 8,913 from crossing the border.

	Members of Die Linke (Left Party) in Germany have described the increase in turnbacks at the border as irresponsible.

	""An inhumane mass-deportation practice has become increasingly established in Germany,"" Ulla Jelpke, MP for Die Linke, said in a statement.

	Switzerland has also come under fire in recent weeks for turning back migrants at the Swiss-Italian border if they do not lodge an asylum request in Switzerland.

	The country doesn't want to become a transit route for refugees who wish to travel through Switzerland and claim asylum in Germany instead.
"
https://www.thelocal.ch/20160122/world-leaders-experience-refugee-life-at-wef,refugee,"
				22 January 2016
				16:13 CET+01:00			 
					16:13 CET+01:00				",Catherine Edwards,Refugee role play stuns world leaders at WEF,"
				WEF participants were given a taste of the daily challenges faced by migrants, thanks to a roleplay workshop offered by Hong Kong NGO Crossroads Foundation. 			

	The experiment, a workshop titled 'A Day in the Life of a Refugee' took place in the basement level of a luxury hotel but aimed to recreate the unsettling and frightening experience of fleeing one's country. To help with the role play, participants were given a new name and identity.

	The simulation included filling out identity papers, bargaining for food using their valuables (watches, mobile phones and jewellery) and receiving orders from soldiers - some of whom were played by former refugees.



	Uniformed and bearing fake weapons, the soldiers shouted at the participants. According to Blick, which had a reporter on the scene, one of them yelled ""You're nothing, you're shit, I don't care if you die"".

	Suzan G. LeVine, the US Ambassador to Switzerland, took to Facebook to praise the experience. ""The program is designed to give people a tiny taste of what many of the 60 million refugees are experiencing on a daily basis,"" she said. ""They had us use ID cards, cover our hair (for women), experience abuse, endure sensory overload, feel humiliated, and more.""


Ambassador Suzan G. LeVine speaks to one of the people behind A Day in the Life of a Refugee.

	Some of the participants were reportedly moved to tears by the experience, and organizers Crossroads Foundation said ""Halfway through the week, we're already seeing many, many people leave resolved to help. Participants are finding that the emotional connection with the crisis is far more lasting than data and rhetoric"".

	Crossroads Foundation explained the goal of the project: ""It's an intense experience being thrust into the shoes of a refugee, even just for 75 minutes. Dead bodies, gunfire and orders shouted in foreign languages can unsettle participants, and lead to a deeper empathy of the challenges of real refugees.""



All photos: David McIntyre/Crossroads Foundation Ltd/Flickr.

	 
"
https://www.thelocal.ch/20151223/wood-huts-to-replace-ikea-refufgee-shelters,refugee,"
				23 December 2015
				09:48 CET+01:00			 
					09:48 CET+01:00				", The Local,Wood huts to replace Ikea refugee shelters,"
				The city of Zurich plans to house asylum seekers in 62 chipboard huts to replace Ikea refugee shelters that it rejected last week after they failed a fire test.			

	The chipboard structures will be assembled by employees of a local company between now and New Year's Day to house up to 250 people, the city announced on Tuesday.

	Last Friday, Zurich city councillor Raphael Golta unveiled a large hall filled with dozens of Ikea ready-to-assemble Ikea shelters.

	But just a few hours later authorities were forced to announce that the partly plastic shelters did not live up to Swiss fire protection requirements following a safety test.

	The city scrambled over the weekend to find replacements for the Ikea shelters, which cost 1,200 francs apiece. 

	The wood replacements will cost more than three times as much — 3,800 francs ($3,000) each, including labour costs, the city's social welfare department (ADF) said in a news release.

	The huts, which meet Swiss fire safety requirements, will be erected in Hall 9 at Zurich-Oerlikon, where a transition centre for asylum seekers is set to open on January 4th, the department said.

	The units with 17.5 square metres of floor space can be assembled in about an hour, ADF said.

	They will be erected on the same wooden bases used for the Ikea shelters and have the same mass so will be furnished in the same way as initially planned, the department said.

	The fate of the Ikea “Better Shelters” remains unclear.

	The city said that various people have offered to buy them but due to the poor fire test results resale has been waived.

	The canton of Aargau, which planned to use 200 Ikea shelters for an emergency asylum seeker centre, has cancelled the project because of the Zurich fire test results.

	The shelters were developed by Ikea, the Swedish furniture and furnishings chain, in conjunction with the UN High Commission for Refugees.

	AFP reported that they have been used by the thousands in refugee camps and in countries like Greece that are facing a heavy influx of immigrants.

	The city of Zurich said it had relied on safety information from the UNHCR and a Swedish study.

	But the city had requested a new test after learning that a German report last week raised concerns about the accuracy of the Swedish study.

	UNHCR spokeswoman Anja Klug told Swiss news agency ATS on Friday that the organization was preparing to compare the Swiss and Swedish safety test results.

	Switzerland is expecting to receive 39,000 asylum applicants this year, up from 23,800 in 2014.
"
https://www.thelocal.ch/20160819/refugee-aid-group-decries-confusion-at-swiss-italian-border,refugee,"
				19 August 2016
				10:40 CEST+02:00			 
					10:40 CEST+02:00				", The Local,Refugee aid group decries 'confusion' at Swiss border,"
				A Swiss aid organization has criticized the situation at the Swiss-Italian border, saying many refugees are left in “confusion and uncertainty”.			

	Miriam Behrens, director of the Swiss Refugee Council (SFH), travelled to the border at Chiasso and to the Italian city of Como on Wednesday and Thursday to assess the situation of refugees and “ensure that the rights of people looking for protection are entirely guaranteed,” she said in a statement.

	Switzerland has been under fire for several weeks after turning back thousands of migrants from the Swiss border.

	Any refugee has the right to claim asylum when they reach Switzerland. If they do, they should be registered with the Swiss migration office (SEM) and their application processed in due course. If they do not, because they want to transit through Switzerland and claim asylum in another country such as Germany, the terms of the Dublin agreement state they should be sent back to the first EU country they arrived in, in this case Italy.

	In July alone over 3,000 people were sent back from Switzerland to Italy, news agencies said last week.

	The Swiss border guards office says it is simply applying the law. However the situation has caused chaos in Como, where many refugees are now sleeping at the train station and in parks after being turned back.

	Last week Amnesty International called for clarification from the Swiss after reports that children were being sent back from the border.

	Now the SFH says confusion at the border is making it difficult for people to claim asylum.

	“People who seek protection are not being sufficiently and correctly informed, which leads to confusion regarding exactly when they can lodge their asylum request,” it said in a statement.

	“The situation is difficult for all parties concerned,” it added, saying there should be “more transparency” regarding the procedures in place and the asylum process.

	It said Swiss border guards “need much more help” in terms of translators and child protection specialists in order to properly deal with those seeking to place an asylum request.

	All those who wish to seek asylum in Switzerland should be put into the care of the SEM “even if there are doubts regarding their motives for seeking asylum”, it added.

	While the number of people requesting asylum has gone down across the Schengen zone since last year, its member states do not have a satisfactory solution to the question of refugees in transit, it said.

	Mechanisms for the redistribution of refugees were needed “to guarantee the protection of those concerned” and Switzerland should play its part in this, said the SFH.

	In a statement on its website, the SEM outlined its policy – which applies to minors as well as adult refugees – and stressed that the border “is not closed”, refuting the claims made by some international media.

	Switzerland respects the Dublin agreement and “cannot become a country for the transit of unregulated migration”, said the statement.

	“Switzerland has long been seeking a unified European policy regarding asylum.”

	“The difficult situation for those concerned at the southern border shows that clearly no single European country can meet the challenge alone – not Italy, not Germany and not Switzerland.”

	Europe must find “lasting solutions” by working together, it said.
"
https://www.thelocal.ch/20151112/swiss-refugee-total-to-exceed-prediction,refugee,"
				12 November 2015
				12:40 CET+01:00			 
					12:40 CET+01:00				", The Local,Swiss refugee total to 'clearly' exceed forecast,"
				The original forecast of 29,000 asylum seekers arriving in Switzerland in 2015 will be ""clearly exceeded"" according to the Secretary of State for Immigration.			

	Mario Gattiker made the comment to the newspaper Basler Zeitung after the paper obtained a leaked document from the Federal Migration Office (SEM) suggesting as many as 10,000 people could arrive in Switzerland in November alone.

	Gattiker wouldn't confirm the prediction, saying instead: “We are registering the same ongoing high level of application numbers as before"".

	However right-wing MP Ueli Maurer leapt on the prediction. Speaking on the SRF programme 10 vor 10, he said: “If you look at the whole situation in Europe then it would certainly be conceivable that Switzerland will receive 10,000 this month.”

Confirmed figures from the SEM show that 4,544 new arrivals applied for asylum in Switzerland in September, 645 more than the previous month.

	From January to September the country received a total of 24,212 asylum seekers, a 34 percent rise on the same period last year.

	Basler Zeitung estimates the figure for October – so far unconfirmed by SEM – to be 4,700.

	According to the paper, Switzerland is becoming more popular with Afghan migrants, with 1,533 seeking asylum in the alpine nation in October alone, a significant rise when compared with the total 1,929 Afghan arrivals in the nine-month period from January to September.

	Gattiker told the paper the influx reflects Germany's policy of favouring Syrian refugees over Afghans.

	Speaking to the NXP news agency, the president of the country's centre-right Liberals party Philipp Müller said the country must react.

	“The confederation must very clearly say that Afghan refugees are only provisionally welcomed in Switzerland.”

	According to NXP the government has budgeted for 24,000 refugees in 2016, at a cost of 1,47 billion francs.
"
https://www.thelocal.ch/20161111/ioc-hands-cash-boost-to-refugee-athletes,refugee,"
				11 November 2016
				08:17 CET+01:00			 
					08:17 CET+01:00				",AFP,IOC hands cash boost to refugee athletes,"
				Refugee athletes and cash-strapped national Olympic organizations were handed a half-billion dollar boost on Thursday by the International Olympic Committee (IOC).			

	As part of the next four-year plan of the Olympic Solidarity movement, the Lausanne-based IOC agreed to increase the budget by 16 per cent for the period 2017-2020 to $509 billion.
	   
	The budget had been $439 billion for 2013-2019 with the updated figure corresponding to the share of the broadcast rights from the Olympic Games of Rio in 2016 and the 2018 PyeongChang Winter Games.
	   
	As part of refugee athlete support, after a Refugee Olympic team competed for the first time in Rio, it was decided to create a dedicated programme that would provide national Olympic committees with the opportunity to identify and support a small number of refugee athletes living in their countries to prepare and participate in international competitions.
	   
	""This increase shows that the athletes remain at the heart of all our activity,"" said Pere Miro, the director of Olympic Solidarity.
	   
	""The huge worldwide success of the Olympic Games in Rio also means that the Olympic movement continues to enjoy a sound financial situation. This enables us to distribute more than half a billion dollars over the next four years to the national Olympic committees.""
"
https://www.thelocal.ch/20160708/we-must-help-more-says-swiss-mayor-who-refused-refugees,refugee,"
				8 July 2016
				11:52 CEST+02:00			 
					11:52 CEST+02:00				", The Local,‘We must help more' says mayor who refused refugees,"
				Andreas Glarner, the mayor of Oberwil-Lieli, the village in the canton of Aargau which chose to pay a fine rather than accept its share of asylum seekers, was moved by a trip to a refugee camp in Greece this week. 			

	Back in May the residents of Oberwil-Lieli, one of the richest villages in Switzerland, voted to pay 290,000 francs a year to the canton rather than agree to shelter ten asylum seekers.

	Glarner, the village mayor and MP for the right-wing Swiss People's Party (SVP), was fully supportive of the decision, saying at the time that Swiss citizens had a duty to resist the pro-refugee dictates of the Swiss capital.

	But on a visit to two migrant camps in Greece this week Glarner was left emotional on seeing the plight of refugees for the first time.

	“It's brutal to see that these people are living in sometimes inhuman conditions. We must do more than we have already to help refugees who are already in Europe,” he told daily Blick, saying that more money should be given to aid agencies helping on the ground.

	Fine words, but also bold ones from a man who previously said Switzerland “must close all of its green borders with barbed wire”.  

	Glarner was visiting the camps on the urging of Zurich-based novelist Andrea Fischer Schulthess, who challenged the politician to go and meet refugees for himself after his comments on asylum policy.

	The poster-boy for the SVP's hardline stance on asylum took time to talk to refugees and was well received by them, with one telling Blick “he's not as bad as I thought”.

	Observing the politician on his visit, Fischer Schulthess told Blick he was open and friendly with the refugees, particularly the children, “but as soon as they mentioned problems and requests, he shut down”.

	It seems despite the emotion of the trip, Glarner hasn't changed his views.

	“I am even more convinced that we must not let refugees come to Europe,” he told Blick, adding that taking them in only encourages more to come.

	Instead, Switzerland should do more to improve conditions in camps in countries neighbouring the conflict zone, he said, so that refugees would be less likely to risk their lives trying to get to Europe.

	Refugees would then be better placed to return to their country when peace comes, he said.

	“If I was a refugee, that's what I would want to do.”

	In March 2015 Switzerland agreed to take in 3,000 Syrian refugees over three years.

	Of those, 1,500 will come through the European Union's refugee relocation programme, aiming to move migrants from Italy and Greece, which Switzerland signed up to voluntarily.

	Since 2011 the country has given 250 million francs in aid to help people in Syria as well as Syrian refugees in Jordan, Libya, Iraq and Turkey.
"
https://www.thelocal.ch/20160120/refugee-limits-morally-necessary-german-president,refugee,"
				20 January 2016
				17:21 CET+01:00			 
					17:21 CET+01:00				",AFP,Refugee limits 'moral necessity': German prez,"
				Limiting Europe's refugee influx is ""morally and politically necessary"", Germany's president told the World Economic Forum on Wednesday, warning that failing to do so meant ceding ground to populists and extremists.			

	""Limits are not unethical: they help to maintain acceptance within society,"" Joachim Gauck told the world's political and economic elite gathering at Davos.
	   
	""Without acceptance, a society is not open and not willing to take in refugees,"" said Gauck, noting that this was why EU leaders are battling to stem the continent's biggest migrant crisis since the Second World War,"" said the former Protestant pastor.

	""A limitation strategy can be both morally and politically necessary to preserve the state's ability to function,"" he said.

	""It may also be necessary in order to ensure that refugees receive all the assistance they require once they have arrived.""
	   
	Debate is raging in Germany over the country's ability to cope with a record 1.1 million asylum seekers who arrived in 2015.
	   
	Gauck stressed however that the drastic action of slamming the door shut to refugees — as sought by populists and the far-right — was not an option.
	   
	An isolation strategy is different from setting limits, he said, urging supporters of democracy to take ownership of the debate rather than give ground to the extremists.
	   
	""If democrats are unwilling to talk about limits, then they will be leaving the field to populists and xenophobes,"" he added.
	   
	In Germany, he said, the political debate is ""very clear that we should expect some form of control and limits to kick in this year"".
	   
	Like Gauck, Chancellor Angela Merkel has rebuffed calls to close the German borders.
	   
	Instead, she has pledged a ""tangible reduction"" of arrivals in coming months and is counting on a raft of measures at the national and EU level to deliver on that promise.
	   
	These include reinforcing controls at the EU's external borders and getting other members of the bloc to take a bigger share of refugees.
	   
	Berlin is also tightening its scrutiny of asylum seekers by reintroducing individual interviews for all applicants, including Syrians, as well as ramping up the deportation process for those who have failed to win asylum.
	   
	Cases of deportations doubled in 2015 from a year ago, the interior ministry told AFP, with 21,000 forcibly removed from Germany last year.
	   
	The country earlier put several Balkan states on a list of ""safe countries of origin"", whose citizens are unlikely to gain refugee status.
	   
	Berlin is now looking to add to the list several North African countries, such as Algeria, Morocco and Tunisia.
"
https://www.thelocal.ch/20150326/swiss-see-boom-in-ukrainian-asylum-seekers,refugee,"
				26 March 2015
				08:43 CET+01:00			 
					08:43 CET+01:00				",Emma Anderson ,Switzerland sees boom in refugees from Ukraine,"
				Switzerland saw a spike in Ukrainians applying for asylum in 2014, although few succeeded in finding permanent refuge in the country, according to data released by Eurostat and analyzed by The Local.			

Five times as many Ukrainians applied for asylum in Switzerland in 2014 than in 2013, with 210 applicants last year compared to 40 in 2013.


	Switzerland rejected 60 Ukrainian asylum applicants in their first attempts, but had not accepted any applicants in 2014, according to Eurostat data released last week.

Overall, the number of Ukrainian asylum seekers in the 28 EU member states ballooned to 14,040 people in 2014 — more than 13 times higher than the number in 2013 at 1,060 applicants.


	That number is even greater when compared to 2008, the beginning of the global economic crisis, when 925 Ukrainians applied for asylum.


	“What we have seen from our members working with asylum seekers are those who are fleeing the conflict in the east of Ukraine,” Julia Zelvenska, a senior legal officer at the European Council on Refugees and Exiles, told The Local.

	“In the past, it has been for political persecution, like in 2013, or for sexual orientation.”


	The Geneva-based UN refugee agency UNHCR said last month that an estimated one million Ukrainians were displaced internally, with many people moving west.

	Some 600,000 people had sought asylum, many of them in non-EU countries such as Russia, Belarus and Moldova.


	But many Ukrainians also applied for asylum in the European Union in 2014, a year that started with a revolution in Kiev and the ousting of the pro-Russian president, Viktor Yanukovych.

	 

See also: SYRIA AND IRAQ CONFLICTS DRIVE REFUGEE SURGE

	 

	Russia then annexed Crimea in March, in a move widely condemned around the world, before propping up separatists fighting bloody battles with Ukrainian forces in the east of the country.


	Of those who applied for asylum in 2014, 650 Ukrainians received positive outcomes on their first application decision in the EU.

	Eurostat defines positive outcomes as grants of refugee or subsidiary protection status, or an authorisation to stay for humanitarian reasons.


	Still, those who received good news were greatly outnumbered by those who were rejected in their first try - 2,335.


	Zelvenska explained to The Local that it is generally very hard for Ukrainians to gain asylum in EU member states, or to even reach those countries in the first place.


	“One of the main reasons people get rejected may be that many countries are not clear on how the situation developed and won’t issue decisions until it is clear how the Ukrainian situation is going to develop,” she said.


	“European countries are also being very formalistic in the criteria for asylum,” Zelvenska added. “For example, they may say that there are options for alternative protection already within Ukraine. For people in the east, they may say that they could relocate to the west.”


	Zelvenska noted though that reasons for rejection are not made public so it is difficult to know for certain.


	“We think it’s not necessary to apply all the criteria in a strict manner,” she said. “They must consider each case, country and the circumstances.”


	Last year, EU countries received the highest number of asylum seekers since 1992 with a total of 626,000 applicants.

	More than 400,000 people applied in 2013.
	 

	Germany received the highest number of Ukrainian asylum requests at 2,705, Eurostat reported — 18 times greater than the number in 2013, 150. 


	Of the Ukrainians who applied, Germany accepted 20 in the first instance, but rejected another 45.


"
https://www.thelocal.ch/20150828/swiss-join-bid-to-dismantle-refugee-smuggling,refugee,"
				28 August 2015
				19:21 CEST+02:00			 
					19:21 CEST+02:00				",AFP,Swiss join bid to combat refugee smuggling ,"
				Switzerland, Germany and Italy are preparing to launch a joint task force to detect and dismantle networks smuggling refugees and migrants into Europe, Swiss authorities said on Friday.			

	The taskforce, which has been in the planning stage for months, will begin working next month, federal police spokeswoman Cathy Maret told AFP.
	   
	The announcement came as Europe was reeling from the discovery on Thursday of 71 decomposing bodies in an abandoned truck in Austria — in a grim reminder of the ruthlessness of human traffickers.
	   
	Meanwhile, Libyan rescue workers recovered 76 bodies from yet another capsized boat crammed with people trying to flee across the Mediterranean amid fears the toll could rise as high as 200.
	   
	In Switzerland, the fight against human trafficking is handled at a regional level, and it is the canton of Ticino, which borders Italy, which is in charge of the tri-national taskforce, Maret said, although Swiss federal authorities were also supporting the project.
	   
	The taskforce will be based in the small Swiss town of Chiasso on the Italian border, and will be manned by Swiss border guards and German and Italian police.
	   
	""It will be tasked with detecting, pursuing and dismantling the smuggling networks,"" she said.
	   
	Switzerland is both a destination point for migrants as well as an important transit point, with two main routes passing through the country.
	   
	One stretches from Ticino, where Chiasso is located, and leads through Basel in the far north then on to Germany, and the other goes Italy to towards France.
	   
	The number of people arriving in Chiasso by train from Italy — and often immediately sent back there — has been steadily climbing in recent months.
	   
	Switzerland officially registered 7,384 asylum requests in the second quarter of this year, marking a 64-percent increase over the first three months of this year and a 47-percent rise from the same period a year ago.
	   
	Eritreans make up the largest group of asylum seekers in Switzerland, with 3,238 requests in the second quarter, followed by Somalis, Sri Lankans and Syrians.
"
